buy,0,0,16,300.00,-4820.00
sell,7,0,16,305.33,4865.28
buy,35,0,16,295.72,-4751.52
buy,49,0,20,241.51,-4850.20
buy,56,0,20,244.37,-4907.40
sell,70,0,56,270.23,15112.88
buy,77,0,17,283.54,-4840.18
sell,84,0,17,306.04,5182.68
buy,91,0,15,319.68,-4815.20
buy,98,0,15,326.82,-4922.30
buy,105,0,14,335.21,-4712.94
sell,112,0,44,339.88,14934.72
buy,147,0,15,316.23,-4763.45
sell,154,0,15,332.23,4963.45
buy,189,0,14,353.42,-4967.88
sell,196,0,14,354.47,4942.58
