buy,0,0,9,500.00,-4520.00
sell,256,0,9,1089.18,9782.62
buy,524,0,5,887.23,-4456.15
sell,672,0,5,539.47,2677.35
buy,774,0,6,818.03,-4928.18
sell,821,0,6,366.74,2180.44
buy,1157,0,19,258.22,-4926.18
sell,1387,0,19,343.48,6506.12
buy,1584,0,10,487.21,-4892.10
sell,1734,0,10,376.51,3745.10
buy,1814,0,8,568.74,-4569.92
sell,1824,0,8,548.67,4369.36
